mode	episode	section_id	monster	item	drop_rate	rare_rate
normal	1	Redria	Canadine	Yellow Barrier	0.33003300330033003	0.0005493177473577816
normal	1	Oran	Canadine	Yellow Barrier	0.33003300330033003	0.0005493177473577816
normal	1	Yellowboze	Canadine	Yellow Barrier	0.33003300330033003	0.0005493177473577816
normal	1	Viridia	Canane	Trimate	0.33003300330033003	0.5617977528089888
normal	1	Greenill	Canane	Monogrinder	0.33003300330033003	0.001342768520134814
normal	1	Skyly	Canane	Sol Atomizer	0.33003300330033003	0.5617977528089888
normal	1	Bluefull	Canane	Trimate	0.33003300330033003	0.5617977528089888
normal	1	Purplenum	Canane	Sol Atomizer	0.33003300330033003	0.5617977528089888
normal	1	Pinkal	Canane	Sol Atomizer	0.33003300330033003	0.5617977528089888
normal	1	Redria	Canane	Sol Atomizer	0.33003300330033003	0.5617977528089888
normal	1	Oran	Canane	Sol Atomizer	0.33003300330033003	0.5617977528089888
normal	1	Yellowboze	Canane	Sol Atomizer	0.33003300330033003	0.5617977528089888
normal	1	Whitill	Canane	Sol Atomizer	0.33003300330033003	0.5617977528089888
normal	1	Viridia	Vol Opt	Star Atomizer	1	0.8771929824561404
normal	1	Greenill	Vol Opt	Star Atomizer	1	0.8771929824561404
normal	1	Skyly	Vol Opt	Star Atomizer	1	0.8771929824561404
normal	1	Bluefull	Vol Opt	Star Atomizer	1	0.8771929824561404
normal	1	Purplenum	Vol Opt	Star Atomizer	1	0.8771929824561404
normal	1	Pinkal	Vol Opt	Star Atomizer	1	0.8771929824561404
normal	1	Redria	Vol Opt	Star Atomizer	1	0.8771929824561404
normal	1	Oran	Vol Opt	Star Atomizer	1	0.8771929824561404
normal	1	Yellowboze	Vol Opt	Star Atomizer	1	0.8771929824561404
normal	1	Whitill	Vol Opt	Star Atomizer	1	0.8771929824561404
normal	1	Viridia	Delsaber	Delsaber's Right Arm	0.4	0.00042724635452048
normal	1	Greenill	Delsaber	Delsaber's Right Arm	0.4	0.00042724635452048
normal	1	Skyly	Delsaber	Delsaber's Right Arm	0.4	0.00042724635452048
normal	1	Bluefull	Delsaber	Delsaber's Right Arm	0.4	0.00042724635452048
normal	1	Purplenum	Delsaber	Delsaber's Right Arm	0.4	0.00042724635452048
normal	1	Pinkal	Delsaber	Delsaber's Right Arm	0.4	0.00042724635452048
normal	1	Redria	Delsaber	Delsaber's Right Arm	0.4	0.00042724635452048
normal	1	Oran	Delsaber	Delsaber's Right Arm	0.4	0.00042724635452048
normal	1	Yellowboze	Delsaber	Delsaber's Right Arm	0.4	0.00042724635452048
normal	1	Whitill	Delsaber	Delsaber's Right Arm	0.4	0.00042724635452048
normal	1	Viridia	Chaos Sorcerer	Mind Material	0.3003003003003003	0.5617977528089888
normal	1	Greenill	Chaos Sorcerer	Evade Material	0.3003003003003003	0.8771929824561404
normal	1	Skyly	Chaos Sorcerer	Sol Atomizer	0.3003003003003003	0.5617977528089888
normal	1	Bluefull	Chaos Sorcerer	Sol Atomizer	0.3003003003003003	0.5617977528089888
normal	1	Purplenum	Chaos Sorcerer	Trimate	0.3003003003003003	0.5617977528089888
normal	1	Pinkal	Chaos Sorcerer	Trimate	0.3003003003003003	0.5617977528089888
normal	1	Redria	Chaos Sorcerer	Trimate	0.3003003003003003	0.5617977528089888
normal	1	Oran	Chaos Sorcerer	Trimate	0.3003003003003003	0.5617977528089888
normal	1	Yellowboze	Chaos Sorcerer	Trimate	0.3003003003003003	0.5617977528089888
normal	1	Whitill	Chaos Sorcerer	Trimate	0.3003003003003003	0.5617977528089888
normal	1	Viridia	Dark Gunner	Invisible Guard	0.4	0.0003356932569295481
normal	1	Greenill	Dark Gunner	Visk-235W	0.4	0.00013732905965299692
normal	1	Skyly	Dark Gunner	Invisible Guard	0.4	0.0003356932569295481
normal	1	Bluefull	Dark Gunner	Brionac	0.4	0.00013732905965299692
normal	1	Purplenum	Dark Gunner	Invisible Guard	0.4	0.0003356932569295481
normal	1	Pinkal	Dark Gunner	Invisible Guard	0.4	0.0003356932569295481
normal	1	Redria	Dark Gunner	Invisible Guard	0.4	0.0003356932569295481
normal	1	Oran	Dark Gunner	S-Parts ver2.01	0.4	0.0003356932569295481
normal	1	Yellowboze	Dark Gunner	Invisible Guard	0.4	0.0003356932569295481
normal	1	Whitill	Dark Gunner	Slicer of Assassin	0.4	0.00013732905965299692
normal	1	Viridia	Death Gunner	Invisible Guard	0.4	0.0003356932569295481
normal	1	Greenill	Death Gunner	Visk-235W	0.4	0.00013732905965299692
normal	1	Skyly	Death Gunner	Invisible Guard	0.4	0.0003356932569295481
normal	1	Bluefull	Death Gunner	Brionac	0.4	0.00013732905965299692
normal	1	Purplenum	Death Gunner	Invisible Guard	0.4	0.0003356932569295481
normal	1	Pinkal	Death Gunner	Invisible Guard	0.4	0.0003356932569295481
normal	1	Redria	Death Gunner	Invisible Guard	0.4	0.0003356932569295481
normal	1	Oran	Death Gunner	S-Parts ver2.01	0.4	0.0003356932569295481
normal	1	Yellowboze	Death Gunner	Invisible Guard	0.4	0.0003356932569295481
normal	1	Whitill	Death Gunner	Slicer of Assassin	0.4	0.00013732905965299692
normal	1	Viridia	Chaos Bringer	Trimate	0.8474576271186441	0.5617977528089888
normal	1	Greenill	Chaos Bringer	Trimate	0.8474576271186441	0.5617977528089888
normal	1	Skyly	Chaos Bringer	Trimate	0.8474576271186441	0.5617977528089888
normal	1	Bluefull	Chaos Bringer	Trimate	0.8474576271186441	0.5617977528089888
normal	1	Purplenum	Chaos Bringer	Sol Atomizer	0.8474576271186441	0.5617977528089888
normal	1	Pinkal	Chaos Bringer	Trimate	0.8474576271186441	0.5617977528089888
normal	1	Redria	Chaos Bringer	Trimate	0.8474576271186441	0.5617977528089888
normal	1	Oran	Chaos Bringer	Trimate	0.8474576271186441	0.5617977528089888
normal	1	Yellowboze	Chaos Bringer	Trimate	0.8474576271186441	0.5617977528089888
normal	1	Whitill	Chaos Bringer	Trimate	0.8474576271186441	0.5617977528089888
normal	1	Viridia	Dark Belra	Def Material	0.4	0.5617977528089888
normal	1	Greenill	Dark Belra	Sol Atomizer	0.4	0.5617977528089888
normal	1	Skyly	Dark Belra	Sol Atomizer	0.4	0.5617977528089888
normal	1	Bluefull	Dark Belra	Sol Atomizer	0.4	0.5617977528089888
normal	1	Purplenum	Dark Belra	Trimate	0.4	0.5617977528089888
normal	1	Pinkal	Dark Belra	Trimate	0.4	0.5617977528089888
normal	1	Redria	Dark Belra	Trimate	0.4	0.5617977528089888
normal	1	Oran	Dark Belra	Trimate	0.4	0.5617977528089888
normal	1	Yellowboze	Dark Belra	Trimate	0.4	0.5617977528089888
normal	1	Whitill	Dark Belra	Trimate	0.4	0.5617977528089888
normal	1	Viridia	Claw	Blue Barrier	0.2801120448179272	0.0005493177473577816
normal	1	Skyly	Claw	Red Barrier	0.2801120448179272	0.0005493177473577816
normal	1	Bluefull	Claw	Red Barrier	0.2801120448179272	0.0005493177473577816
normal	1	Pinkal	Claw	Red Barrier	0.2801120448179272	0.0005493177473577816
normal	1	Redria	Claw	Red Barrier	0.2801120448179272	0.0005493177473577816
normal	1	Oran	Claw	Red Barrier	0.2801120448179272	0.0005493177473577816
normal	1	Yellowboze	Claw	Red Barrier	0.2801120448179272	0.0005493177473577816
normal	1	Whitill	Claw	Red Barrier	0.2801120448179272	0.0005493177473577816
normal	1	Viridia	Bulk	Crush Bullet	0.3003003003003003	0.0001068114745430872
normal	1	Greenill	Bulk	Visk-235W	0.3003003003003003	0.00021362317726024
normal	1	Skyly	Bulk	Sacred Guard	0.3003003003003003	0.00016784662846477404
normal	1	Bluefull	Bulk	Sacred Guard	0.3003003003003003	0.0003356932569295481
normal	1	Purplenum	Bulk	Sacred Guard	0.3003003003003003	0.0003356932569295481
